Time,Step,EN+1.电压,EN+1.电流,EN+1.功率,EN+2.电压,EN+2.电流,EN+2.功率,{陪测A}EN+1.电压,{陪测A}EN+1.电流,{陪测A}EN+1.功率,{陪测A}EN+2.电压,{陪测A}EN+2.电流,{陪测A}EN+2.功率,485-1_环境温度,485-1_PV温度,485-1_PCS温度,485-1_PV1电压,485-1_PV1-B电流,485-1_PV2电压,485-1_PV2-B电流,485-1_PV3电压,485-1_PV3-B电流,485-1_PV4电压,485-1_PV4-B电流,485-1_PV1深度电流,485-1_PV2深度电流,485-1_PV3深度电流,485-1_PV4深度电流,485-1_PV1深度电流1,485-1_PV2深度电流1,485-1_PV3深度电流1,485-1_PV4深度电流1,485-1_电网电压A,485-1_电网电压B,485-1_电网电压C,485-1_逆变电流A,485-1_逆变电流B,485-1_逆变电流C,485-1_电网主故障码1,485-1_电网主故障码2,485-1_系统主故障码1,485-1_系统主故障码2,485-1_设备主故障码1,485-1_设备主故障码2,485-1_DC/母线主故障码1,485-1_PV侧故障1,485-1_PV侧故障2,485-1_电池主故障码1,485-1_电池主故障码2,485-1_电池主故障码3,485-1_内部故障主故障码1,485-1_内部故障主故障码2,485-1_内部故障主故障码3,485-1_内部故障主故障码4,485-1_告警信息1,判断功率,BAT功率,Result
9时04分03秒,46/79 静置,550.21,25.9,14252.14,548.95,25.91,14223.49,547.66,11.99,6564.46,550.74,11.86,6530.37,69,67.5,67,546.9,10.9,548.6,11.1,547,0,548.6,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,230.8,231.6,234.2,58,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分08秒,46/79 静置,550.21,25.9,14252.14,548.95,25.91,14223.49,547.66,11.99,6564.46,550.74,11.86,6530.37,69,67.5,67,546.9,10.9,548.6,11.1,547,0,548.6,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,230.8,231.6,234.2,58,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分13秒,46/79 静置,548.83,26,14267.57,549.23,25.97,14262.73,549.85,11.92,6553.62,547.18,12.01,6572.03,69,67.6,67,547.3,11.1,548.5,11,548.7,0,546.2,51.4,25.6,25.4,11.8,11.8,25.6,25.4,11.8,11.8,230.7,231.4,233.7,57.9,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分18秒,46/79 静置,548.83,26,14267.57,549.23,25.97,14262.73,549.85,11.92,6553.62,547.18,12.01,6572.03,69,67.6,67,547.3,11.1,548.5,11,548.7,0,546.2,51.4,25.6,25.4,11.8,11.8,25.6,25.4,11.8,11.8,230.7,231.4,233.7,57.9,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分23秒,46/79 静置,542.53,26.19,14210.77,548.68,25.92,14221.76,547.12,11.96,6544.01,546.63,11.99,6555.85,69,67.6,67,541.1,11.1,548.6,11.1,546.8,0,547.5,51.4,25.8,25.4,11.9,11.8,25.8,25.4,11.9,11.8,230.7,231.6,233.7,58.1,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分28秒,46/79 静置,542.53,26.19,14210.77,548.68,25.92,14221.76,547.12,11.96,6544.01,546.63,11.99,6555.85,69,67.6,67,541.1,11.1,548.6,11.1,546.8,0,547.5,51.4,25.8,25.4,11.9,11.8,25.8,25.4,11.9,11.8,230.7,231.6,233.7,58.1,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分33秒,46/79 静置,550.21,25.96,14285.45,550.32,25.79,14193.86,547.94,12.01,6580.04,550.74,11.9,6553.5,69,67.6,67,546.4,11,548.9,11.1,545.4,0,548.4,51.4,25.7,25.3,11.9,11.7,25.7,25.3,11.9,11.7,230.9,231.8,234,57.8,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分38秒,46/79 静置,550.21,25.96,14285.45,550.32,25.79,14193.86,547.94,12.01,6580.04,550.74,11.9,6553.5,69,67.6,67,546.4,11,548.9,11.1,545.4,0,548.4,51.4,25.7,25.3,11.9,11.7,25.7,25.3,11.9,11.7,230.9,231.8,234,57.8,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分43秒,46/79 静置,549.11,26.01,14280.6,542.67,26.11,14170.82,546.57,12.05,6584.44,545.81,12.05,6575.31,69,67.6,67,546.5,11,545.6,11,543.3,0,544.4,51.4,25.7,25.5,12,11.8,25.7,25.5,12,11.8,231.1,231.8,233.9,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分48秒,46/79 静置,549.11,26.01,14280.6,542.67,26.11,14170.82,546.57,12.05,6584.44,545.81,12.05,6575.31,69,67.6,67,546.5,11,545.6,11,543.3,0,544.4,51.4,25.7,25.5,12,11.8,25.7,25.5,12,11.8,231.1,231.8,233.9,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分53秒,46/79 静置,545.55,26.11,14245.49,546.49,26.04,14228.59,547.39,11.96,6546.21,547.18,12.01,6572.57,69,67.7,67.1,543.9,10.9,548,11.3,548,0,546.9,51.4,25.8,25.4,11.9,11.8,25.8,25.4,11.9,11.8,230.9,231.6,233.8,58.1,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时04分58秒,46/79 静置,545.55,26.11,14245.49,546.49,26.04,14228.59,547.39,11.96,6546.21,547.18,12.01,6572.57,69,67.7,67.1,543.9,10.9,548,11.3,548,0,546.9,51.4,25.8,25.4,11.9,11.8,25.8,25.4,11.9,11.8,230.9,231.6,233.8,58.1,57.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分03秒,46/79 静置,544.18,26.19,14249.57,547.86,26.13,14313.39,545.75,12.02,6557.5,543.07,12.02,6528.52,69,67.7,67.1,539.2,11.2,543.2,11.2,544.6,0,545.2,51.4,25.9,25.6,12,11.8,25.9,25.6,12,11.8,231.2,231.7,234,58,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分08秒,46/79 静置,544.18,26.19,14249.57,547.86,26.13,14313.39,545.75,12.02,6557.5,543.07,12.02,6528.52,69,67.7,67.1,539.2,11.2,543.2,11.2,544.6,0,545.2,51.4,25.9,25.6,12,11.8,25.9,25.6,12,11.8,231.2,231.7,234,58,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分13秒,46/79 静置,549.93,25.93,14261.68,547.59,25.97,14221.22,546.57,12.02,6568.43,544.17,12.03,6545.95,69,67.7,67.1,546.3,11.1,546.9,11.1,545.4,0,545.8,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.1,231.6,233.9,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分18秒,46/79 静置,549.93,25.93,14261.68,547.59,25.97,14221.22,546.57,12.02,6568.43,544.17,12.03,6545.95,69,67.7,67.1,546.3,11.1,546.9,11.1,545.4,0,545.8,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.1,231.6,233.9,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分23秒,46/79 静置,545.55,26.02,14193.81,548.41,25.97,14242.52,550.4,11.94,6574.11,546.63,11.99,6552.64,69,67.7,67.1,545.6,10.7,548.3,11.1,546.9,0,547.1,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.1,231.6,234,57.9,57.2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分28秒,46/79 静置,545.55,26.02,14193.81,548.41,25.97,14242.52,550.4,11.94,6574.11,546.63,11.99,6552.64,69,67.7,67.1,545.6,10.7,548.3,11.1,546.9,0,547.1,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.1,231.6,234,57.9,57.2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分33秒,46/79 静置,540.34,26.22,14169.7,547.04,26.08,14264.18,548.21,12.01,6586.54,546.63,12.02,6571.33,69,67.7,67.2,538.2,11.2,545.1,11.2,544.8,0,546.2,51.4,25.9,25.5,12,11.8,25.9,25.5,12,11.8,230.9,231.5,233.9,57.9,57.3,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分38秒,46/79 静置,540.34,26.22,14169.7,547.04,26.08,14264.18,548.21,12.01,6586.54,546.63,12.02,6571.33,69,67.7,67.2,538.2,11.2,545.1,11.2,544.8,0,546.2,51.4,25.9,25.5,12,11.8,25.9,25.5,12,11.8,230.9,231.5,233.9,57.9,57.3,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分43秒,46/79 静置,550.21,25.94,14273.09,547.59,26.04,14256.51,547.66,12,6569.27,547.18,11.99,6561.88,69,67.8,67.2,545.8,11,547.6,11,547.7,0,548.4,51.4,25.7,25.5,11.8,11.8,25.7,25.5,11.8,11.8,231,231.6,234.1,58,57.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分48秒,46/79 静置,550.21,25.94,14273.09,547.59,26.04,14256.51,547.66,12,6569.27,547.18,11.99,6561.88,69,67.8,67.2,545.8,11,547.6,11,547.7,0,548.4,51.4,25.7,25.5,11.8,11.8,25.7,25.5,11.8,11.8,231,231.6,234.1,58,57.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分53秒,46/79 静置,546.64,26.08,14254.35,547.59,26.05,14262.93,547.66,11.96,6547.34,549.37,11.96,6569.38,69,67.8,67.2,544.6,11.1,547.5,11.1,548.5,0,548.6,51.4,25.8,25.4,11.8,11.8,25.8,25.4,11.8,11.8,231.3,231.8,234.4,58,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时05分58秒,46/79 静置,546.64,26.08,14254.35,547.59,26.05,14262.93,547.66,11.96,6547.34,549.37,11.96,6569.38,69,67.8,67.2,544.6,11.1,547.5,11.1,548.5,0,548.6,51.4,25.8,25.4,11.8,11.8,25.8,25.4,11.8,11.8,231.3,231.8,234.4,58,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分03秒,46/79 静置,548.83,26.03,14287.93,549.5,25.83,14190.95,549.85,11.94,6565.97,549.65,11.89,6534.56,69,67.8,67.2,546.2,11.1,548.9,11,548.6,0,548.9,51.4,25.7,25.3,11.8,11.7,25.7,25.3,11.8,11.7,231.2,232,234.4,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分08秒,46/79 静置,548.83,26.03,14287.93,549.5,25.83,14190.95,549.85,11.94,6565.97,549.65,11.89,6534.56,69,67.8,67.2,546.2,11.1,548.9,11,548.6,0,548.9,51.4,25.7,25.3,11.8,11.7,25.7,25.3,11.8,11.7,231.2,232,234.4,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分13秒,46/79 静置,549.38,25.87,14215.28,547.31,26,14229.62,548.48,12,6582.32,549.1,11.99,6583.27,69,67.8,67.2,548.2,10.6,548,11.1,546.6,0,548.6,51.4,25.5,25.4,11.9,11.8,25.5,25.4,11.9,11.8,231.2,232,234.4,57.9,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分18秒,46/79 静置,549.38,25.87,14215.28,547.31,26,14229.62,548.48,12,6582.32,549.1,11.99,6583.27,69,67.8,67.2,548.2,10.6,548,11.1,546.6,0,548.6,51.4,25.5,25.4,11.9,11.8,25.5,25.4,11.9,11.8,231.2,232,234.4,57.9,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分23秒,46/79 静置,545,26.11,14231.18,544.85,26.11,14225.25,543.01,12.06,6548.52,550.47,11.89,6545.93,69,67.8,67.2,543.2,11.1,544.7,11,542.3,0,549,51.4,25.8,25.5,12,11.7,25.8,25.5,12,11.7,231,231.7,234.1,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分28秒,46/79 静置,545,26.11,14231.18,544.85,26.11,14225.25,543.01,12.06,6548.52,550.47,11.89,6545.93,69,67.8,67.2,543.2,11.1,544.7,11,542.3,0,549,51.4,25.8,25.5,12,11.7,25.8,25.5,12,11.7,231,231.7,234.1,58.1,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分33秒,46/79 静置,549.93,25.95,14271.88,545.4,26.1,14237.4,550.4,11.9,6549.38,547.45,12,6568.38,69,67.9,67.2,546.3,11,543.3,11.2,547.9,0,546.3,51.4,25.7,25.6,11.9,11.8,25.7,25.6,11.9,11.8,231.3,232.2,234.4,57.9,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分38秒,46/79 静置,549.93,25.95,14271.88,545.4,26.1,14237.4,550.4,11.9,6549.38,547.45,12,6568.38,69,67.9,67.2,546.3,11,543.3,11.2,547.9,0,546.3,51.4,25.7,25.6,11.9,11.8,25.7,25.6,11.9,11.8,231.3,232.2,234.4,57.9,57.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分43秒,46/79 静置,549.66,26,14293.77,538.29,26.09,14042.43,546.84,12,6561.03,546.91,12,6560.2,69,67.9,67.2,545.8,11,544.4,11.2,547.8,0,548,51.4,25.7,25.5,11.9,11.8,25.7,25.5,11.9,11.8,231.1,231.9,234.2,58.1,56.9,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分48秒,46/79 静置,549.66,26,14293.77,538.29,26.09,14042.43,546.84,12,6561.03,546.91,12,6560.2,69,67.9,67.2,545.8,11,544.4,11.2,547.8,0,548,51.4,25.7,25.5,11.9,11.8,25.7,25.5,11.9,11.8,231.1,231.9,234.2,58.1,56.9,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分53秒,46/79 静置,546.64,26.08,14258.08,546.22,26.1,14255.08,546.57,12,6558.29,548,11.96,6555.15,69,67.9,67.2,543.7,11,543.5,11,547.2,0,549.1,51.4,25.8,25.6,11.9,11.6,25.8,25.6,11.9,11.6,231.3,231.9,234.2,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时06分58秒,46/79 静置,546.64,26.08,14258.08,546.22,26.1,14255.08,546.57,12,6558.29,548,11.96,6555.15,69,67.9,67.2,543.7,11,543.5,11,547.2,0,549.1,51.4,25.8,25.6,11.9,11.6,25.8,25.6,11.9,11.6,231.3,231.9,234.2,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分03秒,46/79 静置,543.08,26.1,14176.86,547.04,26.05,14251.89,548.48,12.03,6596.79,551.84,11.91,6574.08,69,67.9,67.2,544.9,10.9,547.4,10.9,546,0,546.8,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.3,232,234.2,57.9,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分08秒,46/79 静置,543.08,26.1,14176.86,547.04,26.05,14251.89,548.48,12.03,6596.79,551.84,11.91,6574.08,69,67.9,67.2,544.9,10.9,547.4,10.9,546,0,546.8,51.4,25.7,25.4,11.9,11.8,25.7,25.4,11.9,11.8,231.3,232,234.2,57.9,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分13秒,46/79 静置,547.74,26.04,14263.69,548.95,26.02,14286.21,549.3,11.97,6576.08,548.28,11.97,6562.71,69,67.9,67.2,545.8,10.9,547.4,11,548,0,548.5,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,231.3,231.9,234.2,57.7,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分18秒,46/79 静置,547.74,26.04,14263.69,548.95,26.02,14286.21,549.3,11.97,6576.08,548.28,11.97,6562.71,69,67.9,67.2,545.8,10.9,547.4,11,548,0,548.5,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,231.3,231.9,234.2,57.7,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分23秒,46/79 静置,548.83,26,14271.85,548.68,26.01,14269.45,547.94,11.96,6551.68,549.65,11.82,6494.3,69,68,67.2,547,10.9,548.5,11.1,548.1,0,549.1,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,231.4,231.8,234.2,58.1,56.2,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分28秒,46/79 静置,548.83,26,14271.85,548.68,26.01,14269.45,547.94,11.96,6551.68,549.65,11.82,6494.3,69,68,67.2,547,10.9,548.5,11.1,548.1,0,549.1,51.4,25.7,25.4,11.9,11.7,25.7,25.4,11.9,11.7,231.4,231.8,234.2,58.1,56.2,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分33秒,46/79 静置,547.46,25.95,14204.68,539.66,26.08,14073.88,549.3,11.95,6562.67,548.82,11.94,6554.26,69,68,67.2,547.6,10.8,546.5,11.1,546.2,0,548.6,51.4,25.6,25.5,11.9,11.7,25.6,25.5,11.9,11.7,231.6,232.3,234.5,57.8,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分38秒,46/79 静置,547.46,25.95,14204.68,539.66,26.08,14073.88,549.3,11.95,6562.67,548.82,11.94,6554.26,69,68,67.2,547.6,10.8,546.5,11.1,546.2,0,548.6,51.4,25.6,25.5,11.9,11.7,25.6,25.5,11.9,11.7,231.6,232.3,234.5,57.8,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分43秒,46/79 静置,548.01,25.95,14220.5,546.49,26.08,14252.61,551.49,11.49,6335.66,547.73,11.99,6568.45,69,68,67.2,547.5,10.9,545.5,11.1,548.8,0,548.3,51.4,25.6,25.5,11.7,11.8,25.6,25.5,11.7,11.8,231.6,232.3,234.4,57.6,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分48秒,46/79 静置,548.01,25.95,14220.5,546.49,26.08,14252.61,551.49,11.49,6335.66,547.73,11.99,6568.45,69,68,67.2,547.5,10.9,545.5,11.1,548.8,0,548.3,51.4,25.6,25.5,11.7,11.8,25.6,25.5,11.7,11.8,231.6,232.3,234.4,57.6,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分53秒,46/79 静置,547.19,26.06,14257.44,550.05,25.71,14140.61,550.67,11.94,6574.15,548.82,11.96,6562.3,69,68,67.3,544.2,11.2,549.3,11.1,547.3,0,548.7,51.4,25.8,25.2,11.9,11.7,25.8,25.2,11.9,11.7,231.6,232.1,234.5,57.8,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时07分58秒,46/79 静置,547.19,26.06,14257.44,550.05,25.71,14140.61,550.67,11.94,6574.15,548.82,11.96,6562.3,69,68,67.3,544.2,11.2,549.3,11.1,547.3,0,548.7,51.4,25.8,25.2,11.9,11.7,25.8,25.2,11.9,11.7,231.6,232.1,234.5,57.8,57.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分03秒,46/79 静置,546.92,26.02,14231.59,545.95,26.01,14200.49,550.94,11.72,6454.74,546.08,12.03,6567.94,69,68,67.3,546.4,11,547.6,11.2,547,0,544.1,51.4,25.7,25.4,11.8,11.8,25.7,25.4,11.8,11.8,231.4,232.1,234.4,57.8,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分08秒,46/79 静置,546.92,26.02,14231.59,545.95,26.01,14200.49,550.94,11.72,6454.74,546.08,12.03,6567.94,69,68,67.3,546.4,11,547.6,11.2,547,0,544.1,51.4,25.7,25.4,11.8,11.8,25.7,25.4,11.8,11.8,231.4,232.1,234.4,57.8,57.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分13秒,46/79 静置,548.01,25.96,14225.85,548.68,25.96,14243.19,550.4,11.76,6472.52,549.37,11.95,6566.7,69,68.1,67.3,547.8,10.9,548.9,11,548.5,0,548.1,51.4,25.6,25.4,11.8,11.8,25.6,25.4,11.8,11.8,231.4,232.1,234.4,57.9,56.7,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分18秒,46/79 静置,548.01,25.96,14225.85,548.68,25.96,14243.19,550.4,11.76,6472.52,549.37,11.95,6566.7,69,68.1,67.3,547.8,10.9,548.9,11,548.5,0,548.1,51.4,25.6,25.4,11.8,11.8,25.6,25.4,11.8,11.8,231.4,232.1,234.4,57.9,56.7,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分23秒,46/79 静置,549.38,25.9,14230.84,549.5,25.93,14246.22,548.21,11.98,6568.87,548.82,11.98,6574.62,69,68.1,67.4,547.1,11.1,549.5,10.7,548,0,548.2,51.4,25.7,25.3,11.9,11.8,25.7,25.3,11.9,11.8,231.3,232.1,234.7,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分28秒,46/79 静置,549.38,25.9,14230.84,549.5,25.93,14246.22,548.21,11.98,6568.87,548.82,11.98,6574.62,69,68.1,67.4,547.1,11.1,549.5,10.7,548,0,548.2,51.4,25.7,25.3,11.9,11.8,25.7,25.3,11.9,11.8,231.3,232.1,234.7,58,57.4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分33秒,46/79 静置,548.56,26.04,14282.4,548.68,26.02,14274.81,543.01,12.03,6534.74,546.08,12.03,6570.61,69,68.1,67.4,545.8,11.1,547.4,10.9,544.9,0,545.9,51.4,25.7,25.5,11.9,11.8,25.7,25.5,11.9,11.8,231.5,232.1,234.7,58,56.8,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分38秒,46/79 静置,548.56,26.04,14282.4,548.68,26.02,14274.81,543.01,12.03,6534.74,546.08,12.03,6570.61,69,68.1,67.4,545.8,11.1,547.4,10.9,544.9,0,545.9,51.4,25.7,25.5,11.9,11.8,25.7,25.5,11.9,11.8,231.5,232.1,234.7,58,56.8,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分43秒,46/79 静置,550.21,25.53,14046.35,548.41,25.89,14200.75,548.76,11.98,6575.96,550.74,11.63,6407.75,69,68.1,67.4,549.1,11,549.7,10.9,547.7,0,551,51.4,25.2,25.2,11.9,11.4,25.2,25.2,11.9,11.4,231.5,232.3,234.9,57.8,57.1,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分48秒,46/79 静置,550.21,25.53,14046.35,548.41,25.89,14200.75,548.76,11.98,6575.96,550.74,11.63,6407.75,69,68.1,67.4,549.1,11,549.7,10.9,547.7,0,551,51.4,25.2,25.2,11.9,11.4,25.2,25.2,11.9,11.4,231.5,232.3,234.9,57.8,57.1,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,OK
9时08分53秒,46/79 静置,547.46,26.05,14261.35,550.87,25.73,14174.61,542.19,12.07,6542.87,548.55,12,6579.92,70,68.1,67.4,546,10.8,548.1,10.9,541.5,0,546.1,51.4,25.7,25.4,12,11.8,25.7,25.4,12,11.8,231.4,232.2,234.6,57.8,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时08分58秒,46/79 静置,547.46,26.05,14261.35,550.87,25.73,14174.61,542.19,12.07,6542.87,548.55,12,6579.92,70,68.1,67.4,546,10.8,548.1,10.9,541.5,0,546.1,51.4,25.7,25.4,12,11.8,25.7,25.4,12,11.8,231.4,232.2,234.6,57.8,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分03秒,46/79 静置,544.72,26.08,14204.86,546.49,26.13,14278.23,548.76,11.97,6568.99,539.78,12.08,6520.11,70,68.1,67.4,544.1,11,544.8,11.2,547.2,0,539.6,51.4,25.8,25.5,11.9,11.9,25.8,25.5,11.9,11.9,231.5,232.2,234.9,57.8,57.2,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分08秒,46/79 静置,544.72,26.08,14204.86,546.49,26.13,14278.23,548.76,11.97,6568.99,539.78,12.08,6520.11,70,68.1,67.4,544.1,11,544.8,11.2,547.2,0,539.6,51.4,25.8,25.5,11.9,11.9,25.8,25.5,11.9,11.9,231.5,232.2,234.9,57.8,57.2,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分13秒,46/79 静置,537.33,26.18,14064.96,547.31,26.06,14265.43,550.12,11.92,6559.02,547.45,12.02,6578.54,70,68.1,67.4,541,11,543.5,11.2,545.9,0,545.4,51.4,25.9,25.6,11.9,11.8,25.9,25.6,11.9,11.8,231.5,232.3,234.9,57.7,57,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分18秒,46/79 静置,537.33,26.18,14064.96,547.31,26.06,14265.43,550.12,11.92,6559.02,547.45,12.02,6578.54,70,68.1,67.4,541,11,543.5,11.2,545.9,0,545.4,51.4,25.9,25.6,11.9,11.8,25.9,25.6,11.9,11.8,231.5,232.3,234.9,57.7,57,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分23秒,46/79 静置,547.74,26,14239.62,548.95,25.93,14233.67,547.94,12,6575.23,550.19,11.81,6498.62,70,68.1,67.4,547.2,11,549.6,11.1,545.2,0,549.4,51.4,25.7,25.3,11.9,11.7,25.7,25.3,11.9,11.7,231.5,232.3,234.7,58,57.3,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分28秒,46/79 静置,547.74,26,14239.62,548.95,25.93,14233.67,547.94,12,6575.23,550.19,11.81,6498.62,70,68.1,67.4,547.2,11,549.6,11.1,545.2,0,549.4,51.4,25.7,25.3,11.9,11.7,25.7,25.3,11.9,11.7,231.5,232.3,234.7,58,57.3,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
9时09分33秒,46/79 静置,549.66,25.95,14263.18,547.59,26.02,14245.82,546.57,12.02,6570.56,549.1,11.89,6529.65,70,68.1,67.4,546.9,11,547.6,11.2,545.2,0,549.6,51.4,25.7,25.5,11.9,11.6,25.7,25.5,11.9,11.6,231.2,231.9,234.6,58,57.3,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,OK
